728.00	4254.00	3251.00	1075.00	3890.00	7873.00	4629.00	3264.00	5281.00	1586.00	4042.00	3416.00	3657.00	2826.00	1855.00	5137.00	4651.00	1737.00	3100.00	1497.00
1042.00	1843.00	1053.00	1611.00	1377.00	3010.00	1259.00	1853.00	1579.00	1683.00	2017.00	1851.00	2259.00	2116.00	1265.00	2113.00	830.00	1466.00	2102.00	904.00
2301.00	7381.00	4487.00	2578.00	6096.00	9074.00	4816.00	4940.00	8084.00	2703.00	10651.00	5190.00	5159.00	5295.00	4219.00	5025.00	8481.00	2744.00	5240.00	3933.00
4789.00	13083.00	4874.00	2702.00	6939.00	14118.00	8024.00	20154.00	7387.00	10823.00	15574.00	8834.00	9730.00	8091.00	3125.00	4804.00	11712.00	6515.00	15376.00	14517.00
5477.00	6932.00	2690.00	2039.00	5224.00	9168.00	7057.00	3433.00	4004.00	4755.00	5647.00	7759.00	4491.00	3403.00	5720.00	4315.00	20563.00	2790.00	5128.00	12442.00
4693.00	3278.00	2956.00	1744.00	1917.00	4898.00	3729.00	5286.00	2505.00	2519.00	4935.00	3789.00	1867.00	1757.00	4252.00	2084.00	3828.00	2534.00	4893.00	10862.00
119.00	839.00	834.00	1475.00	183.00	953.00	6696.00	67.00	226.00	2153.00	132.00	563.00	260.00	410.00	314.00	416.00	993.00	4790.00	463.00	529.00
299.00	362.00	53.00	84.00	80.00	109.00	337.00	353.00	41.00	17.00	415.00	118.00	153.00	109.00	198.00	3111.00	346.00	75.00	185.00	322.00
12.00	3.00	106.00	5.00	12.00	25.00	10.00	6.00	6.00	1.00	4.00	10.00	2.00	9.00	11.00	171.00	6.00	1.00	13.00	23.00
74.00	4.00	0.00	2.00	0.00	6.00	7.00	6.00	8.00	102.00	22.00	5.00	31.00	2.00	41.00	5.00	56.00	1.00	3.00	30.00
0.00	0.00	0.00	0.00	0.00	0.00	1.00	4.00	0.00	2.00	0.00	0.00	1.00	1.00	2.00	0.00	0.00	0.00	0.00	4.00
2263.00	2350.00	1122.00	1606.00	513.00	1748.00	1665.00	1486.00	1442.00	1178.00	2397.00	1228.00	1176.00	792.00	4948.00	1363.00	3208.00	969.00	1702.00	1853.00
3428.00	798.00	709.00	380.00	967.00	1734.00	500.00	372.00	428.00	879.00	783.00	1714.00	1123.00	912.00	2553.00	649.00	1228.00	699.00	836.00	1092.00
57.00	72.00	1.00	1.00	23.00	1.00	5.00	51.00	7.00	31.00	20.00	55.00	44.00	112.00	18.00	16.00	0.00	942.00	20.00	16.00
5497.00	3979.00	4051.00	1245.00	5804.00	7661.00	10301.00	4018.00	5032.00	3843.00	4040.00	5870.00	3580.00	3533.00	8755.00	3688.00	7011.00	2991.00	6087.00	9011.00
282.00	2415.00	817.00	1298.00	1329.00	2941.00	1681.00	695.00	1209.00	1413.00	1393.00	1236.00	1515.00	1447.00	841.00	1539.00	1743.00	985.00	1356.00	876.00
896.00	635.74	363.63	775.81	461.25	656.16	483.00	1363.58	376.00	446.00	757.00	793.00	409.00	864.00	1468.00	611.00	380.00	417.00	2784.92	2318.00
9210.00	4047.00	4147.00	5747.00	2174.00	12145.00	3672.00	6108.00	1470.00	4116.00	7809.00	7403.00	6017.00	3103.00	4119.00	1725.00	1871.00	9048.00	10688.00	13897.00
588.00	659.00	931.00	1021.00	531.00	1840.00	1269.00	554.00	570.00	570.00	1650.00	1481.00	1162.00	238.00	1085.00	474.00	409.00	666.00	2037.00	1626.00
80.00	3.00	4.00	22.00	2.00	4.00	9.00	6.00	34.00	4.00	12.00	38.00	3.00	1.00	20.00	11.00	3.00	14.00	9.00	13.00
4770.00	5434.00	7497.00	2368.00	2945.00	8854.00	24178.00	3495.00	17046.00	4122.00	11714.00	6787.00	2577.00	3917.00	1642.00	53056.00	19522.00	3847.00	11767.00	9042.00
243.00	1484.00	881.00	1520.00	799.00	1037.00	1260.00	400.00	1051.00	1049.00	371.00	1093.00	375.00	975.00	777.00	474.00	1107.00	346.00	396.00	626.00
3073.00	1762.00	1237.00	810.00	2211.00	4937.00	2485.00	4283.00	3898.00	3092.00	6024.00	1895.00	1994.00	898.00	3099.00	2124.00	1369.00	3189.00	2057.00	6623.00
720.00	1258.00	1006.00	445.00	1215.00	2278.00	1177.00	1109.00	895.00	958.00	1181.00	1055.00	717.00	618.00	845.00	1224.00	736.00	647.00	1566.00	1361.00
1596.00	281.00	1576.00	554.00	2224.00	1911.00	2424.00	1328.00	229.00	1222.00	1276.00	542.00	310.00	238.00	1476.00	526.00	696.00	3091.00	425.00	1866.00
499.00	469.00	490.00	469.00	143.00	434.00	579.00	416.00	961.00	537.00	694.00	335.00	196.00	209.00	706.00	1246.00	625.00	523.00	487.00	1310.00
2172.08	3688.00	4791.00	4012.87	4404.58	9922.06	7120.33	6511.00	2309.11	6054.34	3168.65	5214.58	2446.92	2566.67	557.45	2661.89	3906.80	2994.81	1890.00	3617.14
2455.00	7247.00	1303.00	1369.00	2788.00	8601.00	4222.00	3499.00	7680.00	2958.00	5148.00	4387.00	2190.00	4827.00	1805.00	12312.00	7232.00	1941.00	7371.00	2722.00
46.00	90.00	188.00	4184.00	2496.00	2000.00	923.00	9.00	952.00	133.00	27.00	1033.00	307.00	331.00	41.00	207.00	93.00	58.00	641.00	34.00
75.00	1194.00	975.00	2123.00	156.00	917.00	2013.00	119.00	403.00	569.00	77.00	367.00	509.00	411.00	360.00	697.00	2131.00	207.00	398.00	261.00
3447.00	8302.00	4109.00	2202.00	10035.00	20773.00	9136.00	19138.00	6280.00	4393.00	10363.00	9506.00	3501.00	9670.00	9488.00	15964.00	5934.00	8333.00	16989.00	18140.00
